customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,paperless_billing,churn
CUST-DRI-0293,42,48,99.89,4808.69,6,Month-to-month,Fiber optic,Mailed check,Yes,0
CUST-DRI-0294,34,50,81.01,4083.01,0,Month-to-month,DSL,Credit card,No,0
CUST-DRI-0295,47,22,98.62,2221.62,0,One year,DSL,Electronic check,Yes,0
CUST-DRI-0296,47,9,84.76,724.31,0,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0297,59,6,68.05,344.34,0,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0298,55,1,47.35,57.75,0,Month-to-month,No,Bank transfer,Yes,0
CUST-DRI-0299,18,1,63.96,107.78,0,Month-to-month,No,Mailed check,Yes,0
CUST-DRI-0300,27,1,67.01,172.18,0,One year,DSL,Credit card,Yes,1
CUST-DRI-0301,42,28,90.42,2623.78,0,Two year,Fiber optic,Electronic check,Yes,0
CUST-DRI-0302,25,68,70.45,4769.45,1,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-DRI-0303,23,1,59.34,59.34,9,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0304,50,1,91.2,91.2,1,Month-to-month,No,Electronic check,No,1
CUST-DRI-0305,37,35,92.41,3188.47,5,Two year,DSL,Electronic check,Yes,1
CUST-DRI-0306,27,9,116.84,1003.67,4,One year,DSL,Mailed check,No,1
CUST-DRI-0307,43,1,92.6,97.19,1,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0308,49,5,92.51,489.41,5,Month-to-month,No,Electronic check,Yes,1
CUST-DRI-0309,48,1,102.46,108.11,1,Month-to-month,DSL,Credit card,Yes,1
CUST-DRI-0310,49,53,92.35,4937.82,1,Two year,DSL,Bank transfer,No,0
CUST-DRI-0311,31,40,100.78,4030.33,1,Month-to-month,No,Electronic check,Yes,0
CUST-DRI-0312,30,6,91.28,700.95,0,Month-to-month,DSL,Bank transfer,No,1
CUST-DRI-0313,52,39,83.23,3216.28,0,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0314,40,1,78.07,86.99,0,Month-to-month,No,Mailed check,No,0
CUST-DRI-0315,53,1,90.51,90.51,0,Month-to-month,Fiber optic,Electronic check,No,0
CUST-DRI-0316,35,15,107.33,1728.22,0,Month-to-month,DSL,Mailed check,Yes,1
CUST-DRI-0317,29,23,95.88,2202.32,2,Month-to-month,Fiber optic,Bank transfer,Yes,1
CUST-DRI-0318,49,2,76.04,217.3,2,Month-to-month,No,Bank transfer,Yes,1
CUST-DRI-0319,46,7,92.87,758.84,1,Month-to-month,DSL,Electronic check,Yes,1
CUST-DRI-0320,36,1,70.9,70.9,4,One year,No,Bank transfer,Yes,1
CUST-DRI-0321,53,29,102.09,3066.72,0,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-DRI-0322,20,17,82.88,1424.76,0,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0323,34,1,98.33,98.33,2,Month-to-month,DSL,Electronic check,Yes,1
CUST-DRI-0324,22,1,125.12,216.46,2,One year,Fiber optic,Electronic check,Yes,1
CUST-DRI-0325,48,1,104.81,104.81,1,One year,Fiber optic,Electronic check,Yes,0
CUST-DRI-0326,43,1,111.29,111.29,10,Two year,Fiber optic,Electronic check,Yes,1
CUST-DRI-0327,29,1,92.87,92.87,1,Month-to-month,DSL,Electronic check,Yes,1
CUST-DRI-0328,38,19,78.49,1518.91,1,One year,Fiber optic,Electronic check,Yes,0
CUST-DRI-0329,38,2,119.27,314.11,0,Month-to-month,No,Electronic check,Yes,0
CUST-DRI-0330,36,8,86.89,576.48,3,One year,Fiber optic,Electronic check,No,0
CUST-DRI-0331,43,1,64.58,149.23,0,Month-to-month,Fiber optic,Credit card,Yes,1
CUST-DRI-0332,43,46,116.57,5447.53,2,Month-to-month,DSL,Credit card,No,1
CUST-DRI-0333,20,50,100.21,4970.91,0,Month-to-month,No,Electronic check,Yes,0
CUST-DRI-0334,18,72,89.27,6434.95,4,Month-to-month,DSL,Electronic check,No,0
CUST-DRI-0335,58,1,94.05,94.05,0,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-DRI-0336,40,3,93.31,314.84,0,Month-to-month,DSL,Bank transfer,Yes,1
CUST-DRI-0337,42,1,97.06,97.06,2,Month-to-month,Fiber optic,Mailed check,No,1
CUST-DRI-0338,54,41,58.07,2475.1,8,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0339,40,1,47.11,47.11,0,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0340,30,10,69.08,635.23,2,Month-to-month,DSL,Credit card,Yes,1
CUST-DRI-0341,58,1,99.03,99.03,2,Month-to-month,Fiber optic,Bank transfer,Yes,1
CUST-DRI-0342,34,57,75.34,4250.32,4,Month-to-month,DSL,Bank transfer,Yes,0
CUST-DRI-0343,39,1,78.04,225.96,3,Month-to-month,No,Electronic check,Yes,1
CUST-DRI-0344,41,13,101.76,1289.34,0,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0345,34,23,107.78,2443.5,3,Month-to-month,Fiber optic,Credit card,No,1
CUST-DRI-0346,56,1,73.72,112.96,3,Month-to-month,Fiber optic,Bank transfer,Yes,1
CUST-DRI-0347,36,1,133.19,133.19,0,Month-to-month,DSL,Electronic check,Yes,1
CUST-DRI-0348,45,1,73.01,73.01,0,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0349,48,17,92.23,1471.22,0,Month-to-month,No,Electronic check,Yes,1
CUST-DRI-0350,44,1,88.29,136.18,2,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0351,28,19,77.71,1463.37,5,Month-to-month,DSL,Credit card,Yes,1
CUST-DRI-0352,46,26,102.48,2527.32,2,Month-to-month,DSL,Credit card,No,0
CUST-DRI-0353,28,1,106.88,106.88,1,One year,DSL,Electronic check,No,0
CUST-DRI-0354,33,72,76.55,5524.85,0,One year,DSL,Credit card,No,0
CUST-DRI-0355,47,32,85.71,2760.59,0,Month-to-month,Fiber optic,Credit card,Yes,0
CUST-DRI-0356,43,72,47.8,3358.92,1,Month-to-month,DSL,Credit card,Yes,0
CUST-DRI-0357,36,42,85.41,3530.29,0,Month-to-month,Fiber optic,Credit card,Yes,0
CUST-DRI-0358,33,15,108.25,1775.7,2,One year,DSL,Electronic check,No,0
CUST-DRI-0359,40,1,81.53,186.19,0,One year,DSL,Mailed check,No,0
CUST-DRI-0360,63,54,95.62,5219.66,0,One year,No,Mailed check,No,0
CUST-DRI-0361,19,4,59.72,267.98,2,Month-to-month,DSL,Credit card,Yes,0
CUST-DRI-0362,34,11,89.32,999.1,1,Two year,No,Electronic check,Yes,0
CUST-DRI-0363,45,8,98.81,834.92,0,One year,No,Electronic check,Yes,1
CUST-DRI-0364,43,1,86.22,86.22,1,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0365,52,3,106.65,364.34,1,Month-to-month,DSL,Bank transfer,Yes,1
CUST-DRI-0366,38,15,89.42,1251.5,0,Month-to-month,Fiber optic,Bank transfer,No,1
CUST-DRI-0367,27,20,67.71,1419.97,0,Month-to-month,DSL,Credit card,Yes,0
CUST-DRI-0368,60,13,100.9,1181.26,0,Month-to-month,DSL,Bank transfer,Yes,1
CUST-DRI-0369,21,72,100.22,7198.57,2,One year,DSL,Bank transfer,No,0
CUST-DRI-0370,48,42,89.72,3795.74,0,Two year,DSL,Credit card,Yes,0
CUST-DRI-0371,61,7,63.48,468.52,3,Month-to-month,Fiber optic,Credit card,Yes,1
CUST-DRI-0372,23,24,87.06,2041.35,16,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0373,43,1,98.15,98.15,0,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0374,44,19,69.99,1320.73,0,Month-to-month,No,Electronic check,No,0
CUST-DRI-0375,37,72,100.04,7089.63,12,Two year,No,Credit card,Yes,1
CUST-DRI-0376,48,5,86.76,377.71,1,Month-to-month,DSL,Electronic check,Yes,1
CUST-DRI-0377,31,1,99.46,136.64,7,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0378,47,1,64.38,226.79,9,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0379,55,22,49.72,1208.74,2,Month-to-month,DSL,Electronic check,No,1
CUST-DRI-0380,44,1,50.49,50.49,3,Month-to-month,DSL,Electronic check,No,0
CUST-DRI-0381,42,8,115.37,851.76,5,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0382,29,37,94.76,3533.8,2,Month-to-month,Fiber optic,Electronic check,No,0
CUST-DRI-0383,29,15,101.58,1506.5,3,One year,Fiber optic,Electronic check,No,0
CUST-DRI-0384,41,1,77.97,77.97,2,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0385,42,2,104.28,226.58,1,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0386,20,7,96.01,531.01,1,Month-to-month,No,Bank transfer,No,0
CUST-DRI-0387,36,21,99.5,2113.13,2,One year,No,Bank transfer,Yes,1
CUST-DRI-0388,18,38,91.58,3357.33,2,Month-to-month,No,Electronic check,Yes,0
CUST-DRI-0389,33,61,89.61,5418.68,1,Two year,DSL,Credit card,Yes,0
CUST-DRI-0390,47,1,64.77,64.77,1,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0391,37,1,62.81,62.81,2,Two year,DSL,Credit card,No,0
CUST-DRI-0392,64,29,93.53,2666.96,2,Two year,DSL,Credit card,Yes,0
CUST-DRI-0393,31,1,73.41,73.41,2,Month-to-month,No,Electronic check,Yes,1
CUST-DRI-0394,53,45,118.13,5265.82,0,Month-to-month,Fiber optic,Credit card,No,0
CUST-DRI-0395,34,28,76.89,2265.36,0,Month-to-month,DSL,Mailed check,Yes,0
CUST-DRI-0396,22,3,85.97,110.14,3,Month-to-month,No,Bank transfer,Yes,0
CUST-DRI-0397,49,5,92.79,486.01,0,Month-to-month,Fiber optic,Mailed check,Yes,0
CUST-DRI-0398,29,6,89.12,448.18,8,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0399,31,1,86.38,162.36,2,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-DRI-0400,30,1,77.74,77.74,2,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-DRI-0401,40,5,83.28,389.09,0,Month-to-month,DSL,Electronic check,Yes,0
CUST-DRI-0402,25,29,57.99,1693.48,3,One year,DSL,Bank transfer,Yes,0
CUST-DRI-0403,34,2,101.28,166.28,0,Month-to-month,Fiber optic,Electronic check,No,1
CUST-DRI-0404,53,72,102.31,7401.59,1,Month-to-month,No,Bank transfer,Yes,0
CUST-DRI-0405,54,1,64.77,64.77,0,Month-to-month,DSL,Bank transfer,No,1
CUST-DRI-0406,31,1,77.97,77.97,1,Month-to-month,No,Bank transfer,Yes,0
CUST-DRI-0407,41,1,99.4,177.9,3,Two year,DSL,Mailed check,No,0
CUST-DRI-0408,57,19,93.17,1771.79,5,One year,Fiber optic,Electronic check,No,1
CUST-DRI-0409,57,1,60.11,60.11,8,One year,Fiber optic,Credit card,No,0
CUST-DRI-0410,41,51,56.52,2815.74,0,Two year,Fiber optic,Credit card,No,0
CUST-DRI-0411,66,68,78.04,5246.0,0,Month-to-month,DSL,Credit card,Yes,0
CUST-DRI-0412,53,1,62.46,160.53,4,Month-to-month,No,Mailed check,No,0
CUST-DRI-0413,46,2,82.73,134.05,4,Month-to-month,DSL,Credit card,Yes,1
CUST-DRI-0414,34,45,71.62,3290.78,0,Month-to-month,Fiber optic,Bank transfer,No,0
CUST-DRI-0415,49,1,82.13,82.13,0,Month-to-month,Fiber optic,Bank transfer,No,0
CUST-DRI-0416,33,35,66.54,2279.53,0,One year,No,Electronic check,Yes,0
CUST-DRI-0417,57,1,109.7,109.7,2,Two year,Fiber optic,Bank transfer,No,0
CUST-DRI-0418,37,1,97.17,116.0,1,Two year,DSL,Electronic check,Yes,1
CUST-DRI-0419,23,1,114.36,148.89,2,Month-to-month,No,Electronic check,No,0
CUST-DRI-0420,65,1,77.6,77.6,1,Month-to-month,No,Electronic check,Yes,0
