customer_id,age,tenure_months,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,paperless_billing,churn
CUST-CUR-0296,35,68,58.83,4014.11,2,One year,Fiber optic,Mailed check,Yes,0
CUST-CUR-0297,41,17,54.89,861.98,0,Month-to-month,DSL,Electronic check,No,0
CUST-CUR-0298,40,1,83.43,84.91,1,One year,DSL,Mailed check,Yes,0
CUST-CUR-0299,67,25,88.17,2206.79,0,Month-to-month,DSL,Mailed check,No,1
CUST-CUR-0300,42,4,89.09,349.5,3,Month-to-month,Fiber optic,Mailed check,Yes,0
CUST-CUR-0301,74,72,50.41,3530.39,0,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-CUR-0302,48,72,115.17,8213.63,2,Month-to-month,Fiber optic,Credit card,Yes,0
CUST-CUR-0303,40,7,83.17,493.74,0,Month-to-month,No,Credit card,Yes,1
CUST-CUR-0304,52,4,90.14,347.12,6,One year,Fiber optic,Mailed check,No,0
CUST-CUR-0305,48,62,72.76,4539.25,6,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0306,71,27,43.25,1011.83,0,Month-to-month,Fiber optic,Credit card,No,0
CUST-CUR-0307,67,22,70.74,1540.51,5,One year,Fiber optic,Electronic check,No,0
CUST-CUR-0308,49,1,92.7,162.04,1,Two year,No,Electronic check,Yes,0
CUST-CUR-0309,47,1,78.48,130.87,0,Two year,DSL,Mailed check,Yes,0
CUST-CUR-0310,66,51,64.39,3345.95,0,One year,DSL,Electronic check,Yes,0
CUST-CUR-0311,39,2,88.97,317.75,1,One year,Fiber optic,Bank transfer,Yes,1
CUST-CUR-0312,66,1,88.07,110.27,0,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0313,47,1,44.76,98.24,0,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0314,47,6,85.24,501.17,0,Month-to-month,Fiber optic,Bank transfer,Yes,1
CUST-CUR-0315,47,1,50.39,50.39,0,Month-to-month,No,Credit card,Yes,0
CUST-CUR-0316,51,40,78.93,3140.41,0,Two year,No,Electronic check,No,0
CUST-CUR-0317,30,1,78.42,78.42,4,One year,DSL,Credit card,No,0
CUST-CUR-0318,43,53,62.5,3225.53,0,Month-to-month,DSL,Electronic check,No,0
CUST-CUR-0319,18,43,78.72,3383.25,0,Month-to-month,No,Bank transfer,Yes,0
CUST-CUR-0320,34,50,79.29,3880.47,1,One year,Fiber optic,Credit card,Yes,1
CUST-CUR-0321,39,20,98.89,2082.04,0,Month-to-month,Fiber optic,Electronic check,No,1
CUST-CUR-0322,18,63,50.54,3358.59,0,One year,Fiber optic,Credit card,Yes,0
CUST-CUR-0323,49,68,105.8,7257.01,4,One year,DSL,Credit card,Yes,0
CUST-CUR-0324,44,2,67.95,242.97,1,Two year,No,Bank transfer,Yes,0
CUST-CUR-0325,40,7,45.72,236.97,0,Month-to-month,DSL,Bank transfer,Yes,1
CUST-CUR-0326,45,16,103.68,1619.94,2,Two year,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0327,44,9,72.28,722.67,0,Month-to-month,Fiber optic,Credit card,Yes,0
CUST-CUR-0328,32,72,87.41,6345.05,1,Two year,DSL,Electronic check,Yes,0
CUST-CUR-0329,31,8,57.81,586.27,1,One year,Fiber optic,Credit card,No,0
CUST-CUR-0330,35,42,80.59,3425.09,2,Month-to-month,DSL,Bank transfer,Yes,0
CUST-CUR-0331,59,6,69.63,424.25,0,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0332,18,1,75.0,75.0,0,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0333,53,6,43.42,411.46,4,Two year,No,Bank transfer,Yes,0
CUST-CUR-0334,55,28,87.26,2575.63,0,One year,Fiber optic,Electronic check,Yes,1
CUST-CUR-0335,33,1,67.65,67.65,0,Two year,No,Electronic check,Yes,1
CUST-CUR-0336,39,2,111.41,156.08,2,Month-to-month,Fiber optic,Bank transfer,Yes,1
CUST-CUR-0337,48,9,64.45,579.27,2,Two year,No,Bank transfer,No,0
CUST-CUR-0338,39,3,85.3,354.14,2,One year,Fiber optic,Credit card,Yes,0
CUST-CUR-0339,44,3,72.05,298.95,0,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0340,24,24,56.27,1329.49,4,One year,Fiber optic,Electronic check,Yes,0
CUST-CUR-0341,29,72,93.36,6508.18,0,One year,Fiber optic,Electronic check,Yes,0
CUST-CUR-0342,32,44,69.6,3042.61,0,One year,DSL,Credit card,No,0
CUST-CUR-0343,56,8,101.69,819.16,0,Month-to-month,DSL,Bank transfer,Yes,0
CUST-CUR-0344,31,11,88.07,839.78,1,Two year,DSL,Credit card,No,0
CUST-CUR-0345,49,46,63.26,2895.17,0,Month-to-month,DSL,Bank transfer,Yes,0
CUST-CUR-0346,34,55,57.57,3059.33,0,Month-to-month,No,Credit card,Yes,0
CUST-CUR-0347,63,1,63.12,105.59,1,One year,No,Mailed check,Yes,0
CUST-CUR-0348,38,64,82.92,5267.05,1,One year,Fiber optic,Electronic check,No,0
CUST-CUR-0349,50,1,85.09,111.81,0,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0350,29,8,94.54,755.32,0,Month-to-month,No,Bank transfer,No,0
CUST-CUR-0351,60,21,88.29,1899.79,1,One year,DSL,Mailed check,Yes,0
CUST-CUR-0352,33,72,69.74,4975.03,0,Month-to-month,Fiber optic,Electronic check,No,0
CUST-CUR-0353,43,5,93.19,436.59,0,Month-to-month,Fiber optic,Electronic check,No,1
CUST-CUR-0354,38,1,67.33,67.33,6,One year,DSL,Credit card,No,0
CUST-CUR-0355,61,10,67.13,744.74,1,Month-to-month,Fiber optic,Bank transfer,No,0
CUST-CUR-0356,26,38,74.96,2822.85,2,Month-to-month,DSL,Electronic check,No,0
CUST-CUR-0357,71,17,31.49,511.77,3,One year,Fiber optic,Mailed check,Yes,0
CUST-CUR-0358,60,16,60.32,1010.92,0,One year,Fiber optic,Mailed check,No,0
CUST-CUR-0359,39,21,66.2,1376.21,1,Month-to-month,DSL,Bank transfer,No,0
CUST-CUR-0360,49,14,61.42,965.5,2,Month-to-month,DSL,Electronic check,No,1
CUST-CUR-0361,49,1,56.79,56.79,0,Month-to-month,Fiber optic,Electronic check,No,0
CUST-CUR-0362,49,34,72.49,2482.27,2,Two year,Fiber optic,Credit card,No,0
CUST-CUR-0363,45,22,111.78,2545.41,2,One year,DSL,Bank transfer,Yes,1
CUST-CUR-0364,42,72,86.96,6314.71,0,Month-to-month,Fiber optic,Credit card,Yes,1
CUST-CUR-0365,25,72,52.86,3837.85,0,Two year,DSL,Credit card,Yes,0
CUST-CUR-0366,52,61,33.58,2062.55,1,Month-to-month,DSL,Bank transfer,Yes,0
CUST-CUR-0367,40,13,49.72,697.62,0,Month-to-month,Fiber optic,Credit card,Yes,0
CUST-CUR-0368,67,8,109.34,799.38,1,Two year,No,Credit card,Yes,0
CUST-CUR-0369,55,6,65.36,531.9,0,One year,No,Bank transfer,Yes,0
CUST-CUR-0370,42,7,81.28,560.71,2,Month-to-month,Fiber optic,Credit card,No,0
CUST-CUR-0371,32,21,78.93,1689.5,0,One year,Fiber optic,Electronic check,No,0
CUST-CUR-0372,59,1,77.0,77.0,1,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0373,50,72,84.95,6082.22,2,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-CUR-0374,31,2,60.07,75.34,2,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0375,50,1,80.01,80.01,5,Two year,Fiber optic,Electronic check,No,0
CUST-CUR-0376,66,1,77.68,147.69,1,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0377,61,1,100.46,117.05,0,Month-to-month,DSL,Electronic check,Yes,1
CUST-CUR-0378,60,7,88.32,624.2,1,Two year,No,Bank transfer,No,0
CUST-CUR-0379,40,19,77.78,1411.95,0,Month-to-month,Fiber optic,Electronic check,No,0
CUST-CUR-0380,55,9,64.49,551.78,0,Month-to-month,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0381,30,3,32.46,46.18,1,One year,Fiber optic,Electronic check,Yes,1
CUST-CUR-0382,18,1,95.04,190.62,3,Month-to-month,Fiber optic,Mailed check,No,1
CUST-CUR-0383,40,44,79.4,3477.18,1,Month-to-month,DSL,Electronic check,No,0
CUST-CUR-0384,67,35,71.36,2429.87,0,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-CUR-0385,63,13,83.24,1090.38,2,Month-to-month,No,Bank transfer,Yes,0
CUST-CUR-0386,68,1,101.24,189.65,3,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0387,37,8,20,196.25,0,Two year,Fiber optic,Electronic check,Yes,0
CUST-CUR-0388,59,1,74.38,74.38,0,Month-to-month,Fiber optic,Credit card,No,0
CUST-CUR-0389,35,5,105.83,491.42,1,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0390,32,5,63.69,406.17,2,Month-to-month,Fiber optic,Electronic check,Yes,1
CUST-CUR-0391,43,72,73.65,5346.01,1,One year,Fiber optic,Mailed check,Yes,0
CUST-CUR-0392,27,1,81.45,154.32,2,Two year,No,Bank transfer,No,1
CUST-CUR-0393,36,5,48.36,335.27,1,Month-to-month,Fiber optic,Electronic check,Yes,0
CUST-CUR-0394,49,8,69.09,599.37,0,Month-to-month,DSL,Credit card,No,0
CUST-CUR-0395,49,6,80.07,483.03,0,Month-to-month,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0396,78,19,58.12,1118.65,0,One year,DSL,Electronic check,Yes,0
CUST-CUR-0397,58,8,97.43,739.25,2,One year,DSL,Bank transfer,No,0
CUST-CUR-0398,56,11,69.35,719.9,3,One year,DSL,Electronic check,No,1
CUST-CUR-0399,32,2,64.7,64.7,0,One year,Fiber optic,Credit card,No,0
CUST-CUR-0400,48,6,52.51,294.14,0,Month-to-month,DSL,Electronic check,Yes,0
CUST-CUR-0401,55,29,73.19,2137.53,2,One year,Fiber optic,Credit card,Yes,0
CUST-CUR-0402,49,1,56.74,56.74,1,One year,DSL,Credit card,Yes,0
CUST-CUR-0403,34,17,70.58,1166.24,0,One year,DSL,Credit card,Yes,0
CUST-CUR-0404,41,39,89.41,3456.64,1,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0405,48,18,79.9,1352.06,1,One year,Fiber optic,Bank transfer,No,0
CUST-CUR-0406,26,72,44.81,3115.93,1,One year,No,Credit card,Yes,0
CUST-CUR-0407,63,6,88.74,551.66,1,Month-to-month,No,Bank transfer,No,1
CUST-CUR-0408,55,30,75.43,2294.46,7,One year,DSL,Mailed check,Yes,0
CUST-CUR-0409,51,44,59.66,2642.55,0,Month-to-month,DSL,Credit card,Yes,0
CUST-CUR-0410,23,72,51.75,3624.73,0,Month-to-month,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0411,46,60,42.61,2628.33,4,One year,Fiber optic,Electronic check,Yes,0
CUST-CUR-0412,47,16,43.54,618.11,2,One year,No,Electronic check,No,1
CUST-CUR-0413,55,15,78.96,1163.0,0,One year,DSL,Bank transfer,No,0
CUST-CUR-0414,50,2,33.45,33.45,1,Two year,DSL,Mailed check,Yes,0
CUST-CUR-0415,47,40,79.55,3137.07,0,Month-to-month,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0416,56,1,59.76,59.76,5,One year,Fiber optic,Bank transfer,Yes,0
CUST-CUR-0417,52,1,82.09,211.17,3,Month-to-month,DSL,Electronic check,No,1
CUST-CUR-0418,60,10,84.78,881.42,5,Month-to-month,No,Mailed check,No,0
CUST-CUR-0419,20,19,74.01,1278.22,6,One year,Fiber optic,Credit card,Yes,0
CUST-CUR-0420,32,40,51.47,2008.21,3,Month-to-month,Fiber optic,Credit card,No,0
